split,account_id,label,size,attacker_ratio,attacker_count,suspicious,queries_until_alert,similar_pair_count,score
heldout_benign,0,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,1,0,1500,0.0,0,False,1500,13,13.0
heldout_benign,2,0,1500,0.0,0,False,1500,10,10.0
heldout_benign,3,0,1500,0.0,0,False,1500,7,7.0
heldout_benign,4,0,1500,0.0,0,False,1500,12,12.0
heldout_benign,5,0,1500,0.0,0,False,1500,10,10.0
heldout_benign,6,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,7,0,1500,0.0,0,False,1500,10,10.0
heldout_benign,8,0,1500,0.0,0,False,1500,13,13.0
heldout_benign,9,0,1500,0.0,0,False,1500,13,13.0
heldout_benign,10,0,1500,0.0,0,False,1500,10,10.0
heldout_benign,11,0,1500,0.0,0,False,1500,8,8.0
heldout_benign,12,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,13,0,1500,0.0,0,False,1500,7,7.0
heldout_benign,14,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,15,0,1500,0.0,0,False,1500,12,12.0
heldout_benign,16,0,1500,0.0,0,False,1500,11,11.0
heldout_benign,17,0,1500,0.0,0,False,1500,8,8.0
heldout_benign,18,0,1500,0.0,0,False,1500,8,8.0
heldout_benign,19,0,1500,0.0,0,False,1500,12,12.0
heldout_benign,20,0,1500,0.0,0,False,1500,10,10.0
heldout_benign,21,0,1500,0.0,0,False,1500,10,10.0
heldout_benign,22,0,1500,0.0,0,False,1500,11,11.0
heldout_benign,23,0,1500,0.0,0,False,1500,8,8.0
heldout_benign,24,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,25,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,26,0,1500,0.0,0,False,1500,11,11.0
heldout_benign,27,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,28,0,1500,0.0,0,False,1500,11,11.0
heldout_benign,29,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,30,0,1500,0.0,0,False,1500,11,11.0
heldout_benign,31,0,1500,0.0,0,False,1500,10,10.0
heldout_benign,32,0,1500,0.0,0,False,1500,14,14.0
heldout_benign,33,0,1500,0.0,0,False,1500,14,14.0
heldout_benign,34,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,35,0,1500,0.0,0,False,1500,13,13.0
heldout_benign,36,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,37,0,1500,0.0,0,False,1500,13,13.0
heldout_benign,38,0,1500,0.0,0,False,1500,11,11.0
heldout_benign,39,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,40,0,1500,0.0,0,False,1500,13,13.0
heldout_benign,41,0,1500,0.0,0,False,1500,13,13.0
heldout_benign,42,0,1500,0.0,0,False,1500,11,11.0
heldout_benign,43,0,1500,0.0,0,False,1500,12,12.0
heldout_benign,44,0,1500,0.0,0,False,1500,8,8.0
heldout_benign,45,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,46,0,1500,0.0,0,False,1500,11,11.0
heldout_benign,47,0,1500,0.0,0,False,1500,9,9.0
heldout_benign,48,0,1500,0.0,0,False,1500,13,13.0
heldout_benign,49,0,1500,0.0,0,False,1500,13,13.0
attacker,0,1,1500,1.0,1500,False,1500,1,1.0
attacker,1,1,1500,1.0,1500,False,1500,1,1.0
attacker,2,1,1500,1.0,1500,False,1500,1,1.0
attacker,3,1,1500,1.0,1500,False,1500,4,4.0
attacker,4,1,1500,1.0,1500,False,1500,5,5.0
attacker,5,1,1500,1.0,1500,False,1500,5,5.0
attacker,6,1,1500,1.0,1500,False,1500,5,5.0
attacker,7,1,1500,1.0,1500,False,1500,8,8.0
attacker,8,1,1500,1.0,1500,False,1500,2,2.0
attacker,9,1,1500,1.0,1500,False,1500,8,8.0
attacker,10,1,1500,1.0,1500,False,1500,3,3.0
attacker,11,1,1500,1.0,1500,False,1500,4,4.0
attacker,12,1,1500,1.0,1500,False,1500,4,4.0
attacker,13,1,1500,1.0,1500,False,1500,4,4.0
attacker,14,1,1500,1.0,1500,False,1500,3,3.0
attacker,15,1,1500,1.0,1500,False,1500,6,6.0
attacker,16,1,1500,1.0,1500,False,1500,7,7.0
attacker,17,1,1500,1.0,1500,False,1500,3,3.0
attacker,18,1,1500,1.0,1500,False,1500,3,3.0
attacker,19,1,1500,1.0,1500,False,1500,2,2.0
attacker,20,1,1500,1.0,1500,False,1500,6,6.0
attacker,21,1,1500,1.0,1500,False,1500,3,3.0
attacker,22,1,1500,1.0,1500,False,1500,2,2.0
attacker,23,1,1500,1.0,1500,False,1500,3,3.0
attacker,24,1,1500,1.0,1500,False,1500,4,4.0
attacker,25,1,1500,1.0,1500,False,1500,3,3.0
attacker,26,1,1500,1.0,1500,False,1500,8,8.0
attacker,27,1,1500,1.0,1500,False,1500,6,6.0
attacker,28,1,1500,1.0,1500,False,1500,5,5.0
attacker,29,1,1500,1.0,1500,False,1500,4,4.0
attacker,30,1,1500,1.0,1500,False,1500,2,2.0
attacker,31,1,1500,1.0,1500,False,1500,7,7.0
attacker,32,1,1500,1.0,1500,False,1500,2,2.0
attacker,33,1,1500,1.0,1500,False,1500,2,2.0
attacker,34,1,1500,1.0,1500,False,1500,3,3.0
attacker,35,1,1500,1.0,1500,False,1500,5,5.0
attacker,36,1,1500,1.0,1500,False,1500,5,5.0
attacker,37,1,1500,1.0,1500,False,1500,5,5.0
attacker,38,1,1500,1.0,1500,False,1500,3,3.0
attacker,39,1,1500,1.0,1500,False,1500,6,6.0
attacker,40,1,1500,1.0,1500,False,1500,2,2.0
attacker,41,1,1500,1.0,1500,False,1500,5,5.0
attacker,42,1,1500,1.0,1500,False,1500,4,4.0
attacker,43,1,1500,1.0,1500,False,1500,3,3.0
attacker,44,1,1500,1.0,1500,False,1500,2,2.0
attacker,45,1,1500,1.0,1500,False,1500,4,4.0
attacker,46,1,1500,1.0,1500,False,1500,4,4.0
attacker,47,1,1500,1.0,1500,False,1500,5,5.0
attacker,48,1,1500,1.0,1500,False,1500,6,6.0
attacker,49,1,1500,1.0,1500,False,1500,4,4.0
mixed_0.05,0,1,1500,0.05,75,False,1500,7,7.0
mixed_0.05,1,1,1500,0.05,75,False,1500,10,10.0
mixed_0.05,2,1,1500,0.05,75,False,1500,12,12.0
mixed_0.05,3,1,1500,0.05,75,False,1500,11,11.0
mixed_0.05,4,1,1500,0.05,75,False,1500,9,9.0
mixed_0.05,5,1,1500,0.05,75,False,1500,8,8.0
mixed_0.05,6,1,1500,0.05,75,False,1500,5,5.0
mixed_0.05,7,1,1500,0.05,75,False,1500,9,9.0
mixed_0.05,8,1,1500,0.05,75,False,1500,11,11.0
mixed_0.05,9,1,1500,0.05,75,False,1500,13,13.0
mixed_0.05,10,1,1500,0.05,75,False,1500,15,15.0
mixed_0.05,11,1,1500,0.05,75,False,1500,14,14.0
mixed_0.05,12,1,1500,0.05,75,False,1500,11,11.0
mixed_0.05,13,1,1500,0.05,75,False,1500,13,13.0
mixed_0.05,14,1,1500,0.05,75,False,1500,10,10.0
mixed_0.05,15,1,1500,0.05,75,False,1500,8,8.0
mixed_0.05,16,1,1500,0.05,75,False,1500,15,15.0
mixed_0.05,17,1,1500,0.05,75,False,1500,10,10.0
mixed_0.05,18,1,1500,0.05,75,False,1500,5,5.0
mixed_0.05,19,1,1500,0.05,75,False,1500,5,5.0
mixed_0.05,20,1,1500,0.05,75,False,1500,8,8.0
mixed_0.05,21,1,1500,0.05,75,False,1500,9,9.0
mixed_0.05,22,1,1500,0.05,75,False,1500,10,10.0
mixed_0.05,23,1,1500,0.05,75,False,1500,9,9.0
mixed_0.05,24,1,1500,0.05,75,False,1500,8,8.0
mixed_0.05,25,1,1500,0.05,75,False,1500,11,11.0
mixed_0.05,26,1,1500,0.05,75,False,1500,10,10.0
mixed_0.05,27,1,1500,0.05,75,False,1500,8,8.0
mixed_0.05,28,1,1500,0.05,75,False,1500,10,10.0
mixed_0.05,29,1,1500,0.05,75,False,1500,11,11.0
mixed_0.05,30,1,1500,0.05,75,False,1500,13,13.0
mixed_0.05,31,1,1500,0.05,75,False,1500,11,11.0
mixed_0.05,32,1,1500,0.05,75,False,1500,14,14.0
mixed_0.05,33,1,1500,0.05,75,False,1500,7,7.0
mixed_0.05,34,1,1500,0.05,75,False,1500,9,9.0
mixed_0.05,35,1,1500,0.05,75,False,1500,10,10.0
mixed_0.05,36,1,1500,0.05,75,False,1500,9,9.0
mixed_0.05,37,1,1500,0.05,75,False,1500,11,11.0
mixed_0.05,38,1,1500,0.05,75,False,1500,10,10.0
mixed_0.05,39,1,1500,0.05,75,False,1500,16,16.0
mixed_0.05,40,1,1500,0.05,75,False,1500,14,14.0
mixed_0.05,41,1,1500,0.05,75,False,1500,9,9.0
mixed_0.05,42,1,1500,0.05,75,False,1500,7,7.0
mixed_0.05,43,1,1500,0.05,75,False,1500,8,8.0
mixed_0.05,44,1,1500,0.05,75,False,1500,8,8.0
mixed_0.05,45,1,1500,0.05,75,False,1500,14,14.0
mixed_0.05,46,1,1500,0.05,75,False,1500,9,9.0
mixed_0.05,47,1,1500,0.05,75,False,1500,6,6.0
mixed_0.05,48,1,1500,0.05,75,False,1500,10,10.0
mixed_0.05,49,1,1500,0.05,75,False,1500,11,11.0
mixed_0.1,0,1,1500,0.1,150,False,1500,11,11.0
mixed_0.1,1,1,1500,0.1,150,False,1500,9,9.0
mixed_0.1,2,1,1500,0.1,150,False,1500,7,7.0
mixed_0.1,3,1,1500,0.1,150,False,1500,6,6.0
mixed_0.1,4,1,1500,0.1,150,False,1500,9,9.0
mixed_0.1,5,1,1500,0.1,150,False,1500,8,8.0
mixed_0.1,6,1,1500,0.1,150,False,1500,7,7.0
mixed_0.1,7,1,1500,0.1,150,False,1500,12,12.0
mixed_0.1,8,1,1500,0.1,150,False,1500,12,12.0
mixed_0.1,9,1,1500,0.1,150,False,1500,7,7.0
mixed_0.1,10,1,1500,0.1,150,False,1500,11,11.0
mixed_0.1,11,1,1500,0.1,150,False,1500,10,10.0
mixed_0.1,12,1,1500,0.1,150,False,1500,8,8.0
mixed_0.1,13,1,1500,0.1,150,False,1500,5,5.0
mixed_0.1,14,1,1500,0.1,150,False,1500,6,6.0
mixed_0.1,15,1,1500,0.1,150,False,1500,11,11.0
mixed_0.1,16,1,1500,0.1,150,False,1500,10,10.0
mixed_0.1,17,1,1500,0.1,150,False,1500,9,9.0
mixed_0.1,18,1,1500,0.1,150,False,1500,6,6.0
mixed_0.1,19,1,1500,0.1,150,False,1500,8,8.0
mixed_0.1,20,1,1500,0.1,150,False,1500,8,8.0
mixed_0.1,21,1,1500,0.1,150,False,1500,11,11.0
mixed_0.1,22,1,1500,0.1,150,False,1500,10,10.0
mixed_0.1,23,1,1500,0.1,150,False,1500,6,6.0
mixed_0.1,24,1,1500,0.1,150,False,1500,9,9.0
mixed_0.1,25,1,1500,0.1,150,False,1500,9,9.0
mixed_0.1,26,1,1500,0.1,150,False,1500,5,5.0
mixed_0.1,27,1,1500,0.1,150,False,1500,10,10.0
mixed_0.1,28,1,1500,0.1,150,False,1500,10,10.0
mixed_0.1,29,1,1500,0.1,150,False,1500,10,10.0
mixed_0.1,30,1,1500,0.1,150,False,1500,9,9.0
mixed_0.1,31,1,1500,0.1,150,False,1500,10,10.0
mixed_0.1,32,1,1500,0.1,150,False,1500,13,13.0
mixed_0.1,33,1,1500,0.1,150,False,1500,8,8.0
mixed_0.1,34,1,1500,0.1,150,False,1500,5,5.0
mixed_0.1,35,1,1500,0.1,150,False,1500,11,11.0
mixed_0.1,36,1,1500,0.1,150,False,1500,7,7.0
mixed_0.1,37,1,1500,0.1,150,False,1500,12,12.0
mixed_0.1,38,1,1500,0.1,150,False,1500,9,9.0
mixed_0.1,39,1,1500,0.1,150,False,1500,6,6.0
mixed_0.1,40,1,1500,0.1,150,False,1500,9,9.0
mixed_0.1,41,1,1500,0.1,150,False,1500,8,8.0
mixed_0.1,42,1,1500,0.1,150,False,1500,7,7.0
mixed_0.1,43,1,1500,0.1,150,False,1500,7,7.0
mixed_0.1,44,1,1500,0.1,150,False,1500,8,8.0
mixed_0.1,45,1,1500,0.1,150,False,1500,7,7.0
mixed_0.1,46,1,1500,0.1,150,False,1500,9,9.0
mixed_0.1,47,1,1500,0.1,150,False,1500,9,9.0
mixed_0.1,48,1,1500,0.1,150,False,1500,8,8.0
mixed_0.1,49,1,1500,0.1,150,False,1500,10,10.0
mixed_0.25,0,1,1500,0.25,375,False,1500,5,5.0
mixed_0.25,1,1,1500,0.25,375,False,1500,3,3.0
mixed_0.25,2,1,1500,0.25,375,False,1500,9,9.0
mixed_0.25,3,1,1500,0.25,375,False,1500,10,10.0
mixed_0.25,4,1,1500,0.25,375,False,1500,2,2.0
mixed_0.25,5,1,1500,0.25,375,False,1500,4,4.0
mixed_0.25,6,1,1500,0.25,375,False,1500,5,5.0
mixed_0.25,7,1,1500,0.25,375,False,1500,6,6.0
mixed_0.25,8,1,1500,0.25,375,False,1500,4,4.0
mixed_0.25,9,1,1500,0.25,375,False,1500,5,5.0
mixed_0.25,10,1,1500,0.25,375,False,1500,5,5.0
mixed_0.25,11,1,1500,0.25,375,False,1500,4,4.0
mixed_0.25,12,1,1500,0.25,375,False,1500,10,10.0
mixed_0.25,13,1,1500,0.25,375,False,1500,5,5.0
mixed_0.25,14,1,1500,0.25,375,False,1500,4,4.0
mixed_0.25,15,1,1500,0.25,375,False,1500,9,9.0
mixed_0.25,16,1,1500,0.25,375,False,1500,6,6.0
mixed_0.25,17,1,1500,0.25,375,False,1500,7,7.0
mixed_0.25,18,1,1500,0.25,375,False,1500,7,7.0
mixed_0.25,19,1,1500,0.25,375,False,1500,4,4.0
mixed_0.25,20,1,1500,0.25,375,False,1500,4,4.0
mixed_0.25,21,1,1500,0.25,375,False,1500,4,4.0
mixed_0.25,22,1,1500,0.25,375,False,1500,7,7.0
mixed_0.25,23,1,1500,0.25,375,False,1500,8,8.0
mixed_0.25,24,1,1500,0.25,375,False,1500,4,4.0
mixed_0.25,25,1,1500,0.25,375,False,1500,7,7.0
mixed_0.25,26,1,1500,0.25,375,False,1500,11,11.0
mixed_0.25,27,1,1500,0.25,375,False,1500,4,4.0
mixed_0.25,28,1,1500,0.25,375,False,1500,4,4.0
mixed_0.25,29,1,1500,0.25,375,False,1500,7,7.0
mixed_0.25,30,1,1500,0.25,375,False,1500,5,5.0
mixed_0.25,31,1,1500,0.25,375,False,1500,13,13.0
mixed_0.25,32,1,1500,0.25,375,False,1500,5,5.0
mixed_0.25,33,1,1500,0.25,375,False,1500,7,7.0
mixed_0.25,34,1,1500,0.25,375,False,1500,10,10.0
mixed_0.25,35,1,1500,0.25,375,False,1500,7,7.0
mixed_0.25,36,1,1500,0.25,375,False,1500,8,8.0
mixed_0.25,37,1,1500,0.25,375,False,1500,6,6.0
mixed_0.25,38,1,1500,0.25,375,False,1500,7,7.0
mixed_0.25,39,1,1500,0.25,375,False,1500,6,6.0
mixed_0.25,40,1,1500,0.25,375,False,1500,7,7.0
mixed_0.25,41,1,1500,0.25,375,False,1500,6,6.0
mixed_0.25,42,1,1500,0.25,375,False,1500,6,6.0
mixed_0.25,43,1,1500,0.25,375,False,1500,7,7.0
mixed_0.25,44,1,1500,0.25,375,False,1500,6,6.0
mixed_0.25,45,1,1500,0.25,375,False,1500,5,5.0
mixed_0.25,46,1,1500,0.25,375,False,1500,6,6.0
mixed_0.25,47,1,1500,0.25,375,False,1500,5,5.0
mixed_0.25,48,1,1500,0.25,375,False,1500,8,8.0
mixed_0.25,49,1,1500,0.25,375,False,1500,8,8.0
mixed_0.5,0,1,1500,0.5,750,False,1500,5,5.0
mixed_0.5,1,1,1500,0.5,750,False,1500,5,5.0
mixed_0.5,2,1,1500,0.5,750,False,1500,4,4.0
mixed_0.5,3,1,1500,0.5,750,False,1500,5,5.0
mixed_0.5,4,1,1500,0.5,750,False,1500,4,4.0
mixed_0.5,5,1,1500,0.5,750,False,1500,3,3.0
mixed_0.5,6,1,1500,0.5,750,False,1500,8,8.0
mixed_0.5,7,1,1500,0.5,750,False,1500,1,1.0
mixed_0.5,8,1,1500,0.5,750,False,1500,4,4.0
mixed_0.5,9,1,1500,0.5,750,False,1500,2,2.0
mixed_0.5,10,1,1500,0.5,750,False,1500,3,3.0
mixed_0.5,11,1,1500,0.5,750,False,1500,6,6.0
mixed_0.5,12,1,1500,0.5,750,False,1500,6,6.0
mixed_0.5,13,1,1500,0.5,750,False,1500,6,6.0
mixed_0.5,14,1,1500,0.5,750,False,1500,4,4.0
mixed_0.5,15,1,1500,0.5,750,False,1500,5,5.0
mixed_0.5,16,1,1500,0.5,750,False,1500,3,3.0
mixed_0.5,17,1,1500,0.5,750,False,1500,3,3.0
mixed_0.5,18,1,1500,0.5,750,False,1500,7,7.0
mixed_0.5,19,1,1500,0.5,750,False,1500,4,4.0
mixed_0.5,20,1,1500,0.5,750,False,1500,2,2.0
mixed_0.5,21,1,1500,0.5,750,False,1500,1,1.0
mixed_0.5,22,1,1500,0.5,750,False,1500,1,1.0
mixed_0.5,23,1,1500,0.5,750,False,1500,1,1.0
mixed_0.5,24,1,1500,0.5,750,False,1500,6,6.0
mixed_0.5,25,1,1500,0.5,750,False,1500,7,7.0
mixed_0.5,26,1,1500,0.5,750,False,1500,1,1.0
mixed_0.5,27,1,1500,0.5,750,False,1500,2,2.0
mixed_0.5,28,1,1500,0.5,750,False,1500,4,4.0
mixed_0.5,29,1,1500,0.5,750,False,1500,3,3.0
mixed_0.5,30,1,1500,0.5,750,False,1500,5,5.0
mixed_0.5,31,1,1500,0.5,750,False,1500,6,6.0
mixed_0.5,32,1,1500,0.5,750,False,1500,3,3.0
mixed_0.5,33,1,1500,0.5,750,False,1500,7,7.0
mixed_0.5,34,1,1500,0.5,750,False,1500,5,5.0
mixed_0.5,35,1,1500,0.5,750,False,1500,4,4.0
mixed_0.5,36,1,1500,0.5,750,False,1500,2,2.0
mixed_0.5,37,1,1500,0.5,750,False,1500,5,5.0
mixed_0.5,38,1,1500,0.5,750,False,1500,3,3.0
mixed_0.5,39,1,1500,0.5,750,False,1500,3,3.0
mixed_0.5,40,1,1500,0.5,750,False,1500,4,4.0
mixed_0.5,41,1,1500,0.5,750,False,1500,3,3.0
mixed_0.5,42,1,1500,0.5,750,False,1500,2,2.0
mixed_0.5,43,1,1500,0.5,750,False,1500,2,2.0
mixed_0.5,44,1,1500,0.5,750,False,1500,9,9.0
mixed_0.5,45,1,1500,0.5,750,False,1500,5,5.0
mixed_0.5,46,1,1500,0.5,750,False,1500,2,2.0
mixed_0.5,47,1,1500,0.5,750,False,1500,7,7.0
mixed_0.5,48,1,1500,0.5,750,False,1500,4,4.0
mixed_0.5,49,1,1500,0.5,750,False,1500,2,2.0
